nucid,n,z,mass_excess,mass_excess_num,mass_excess_unc,mass_excess_sys,mass_excess_round,mass_excess_round_unc,binding,binding_num,binding_unc,binding_sys,binding_round,binding_round_unc,beta_decay_en_round,beta_decay_en_round_unc,beta_decay_en,beta_decay_en_num,beta_decay_en_unc,beta_decay_en_sys,atomic_mass,atomic_mass_num,atomic_mass_unc,atomic_mass_sys,atomic_mass_round,atomic_mass_round_unc,s2n,s2n_num,s2n_unc,s2n_round,s2n_round_unc,s2n_sys,s2p,s2p_num,s2p_unc,s2p_round,s2p_round_unc,s2p_sys,qa,qa_num,qa_unc,qa_round,qa_round_unc,qa_sys,q2bm,q2bm_num,q2bm_unc,q2bm_round,q2bm_round_unc,q2bm_sys,qep,qep_num,qep_unc,qep_round,qep_round_unc,qep_sys,qbmn,qbmn_num,qbmn_unc,qbmn_round,qbmn_round_unc,qbmn_sys,sn,sn_num,sn_unc,sn_round,sn_round_unc,sn_sys,sp,sp_num,sp_unc,sp_round,sp_round_unc,sp_sys,q4bm,q4bm_num,q4bm_unc,q4bm_round,q4bm_round_unc,q4bm_sys,qda,qda_num,qda_unc,qda_round,qda_round_unc,qda_sys,qpa,qpa_num,qpa_unc,qpa_round,qpa_round_unc,qpa_sys,qna,qna_num,qna_unc,qna_round,qna_round_unc,qna_sys,qec_num,qec_unc,qec_round,qec_round_unc,qec
9B,4,5,12416.486,12416.486,0.903,N,12416.5,0.9,6257.0713,6257.0713,0.1003,N,6257.07,0.10,-16494.5,2.3,-16494.4854,-16494.4854,2.3195,N,9013329.645,9013329.645,0.969,N,9013329.6,1.0,31402.7031,31402.7031,25.1665,31403,25,N,17068.5609,17068.5609,0.9026,17068.6,0.9,N,-1687.3169,-1687.3169,50.0081,-1687,50,N,NULL,NULL,NULL,NULL,NULL,NULL,-15818.2898,-15818.2898,0.9038,-15818.3,0.9,N,-30719.1014,-30719.1014,18.2653,-30719,18,N,18576.4012,18576.4012,1.3470,18576.4,1.3,N,-185.8431,-185.8431,0.9033,-185.8,0.9,N,7358.2952,7358.2952,0.9054,7358.3,0.9,N,-1094.4928,-1094.4928,5.5220,-1094,6,N,3976.0076,3976.0076,0.9026,3976.0,0.9,N,NULL,NULL,NULL,NULL,NULL,NULL,1068.035,0.906,1068.0,0.9,1068.035
9C,3,6,28910.971,28910.971,2.137,N,28911.0,2.1,4337.4233,4337.4233,0.2374,N,4337.42,0.24,NULL,NULL,NULL,NULL,NULL,NULL,9031037.202,9031037.202,2.293,N,9031037.2,2.3,NULL,NULL,NULL,NULL,NULL,NULL,1435.9685,1435.9685,2.1355,1436.0,2.1,N,-10653,-10653,2003,-10653,2003,Y,NULL,NULL,NULL,NULL,NULL,NULL,16680.3285,16680.3285,2.1369,16680.3,2.1,N,NULL,NULL,NULL,NULL,NULL,NULL,14224.6160,14224.616,18.3677,14225,18,N,1299.5688,1299.5688,2.3590,1299.6,2.4,N,11945.2255,11945.2255,25.2409,11945,25,N,-13545,-13545,2003,-13545,2003,Y,16182.3397,16182.3397,5.8518,16182,6,N,NULL,NULL,NULL,NULL,NULL,NULL,16494.485,2.32,16494.5,2.3,16494.485
10HE,8,2,49197.147,49197.147,92.848,N,49200,90,2995.1340,2995.134,9.2848,N,2995,9,16140,90,16144.5191,16144.5191,93.7152,N,10052815.306,10052815.306,99.676,N,10052820,100,-1444.8277,-1444.8277,92.8477,-1445,93,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36589.6601,36589.6601,92.8477,36590,93,N,NULL,NULL,NULL,NULL,NULL,NULL,16170.9236,16170.9236,92.8479,16171,93,N,-190.0023,-190.0023,103.9830,-190,104,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4926,4926,1008,4926,1008,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10LI,7,3,33052.628,33052.628,12.721,N,33053,13,4531.3512,4531.3512,1.2721,N,4531.4,1.3,20445,13,20445.1411,20445.1411,12.7216,N,10035483.453,10035483.453,13.656,N,10035483,14,4035.8130,4035.813,12.7214,4036,13,N,NULL,NULL,NULL,NULL,NULL,NULL,-11248.0128,-11248.0128,254.4450,-11248,254,N,21002.0170,21002.017,12.7213,21002,13,N,NULL,NULL,NULL,NULL,NULL,NULL,13632.8587,13632.8587,12.7216,13633,13,N,-26.4045,-26.4045,12.7200,-26,13,N,15172.1698,15172.1698,48.5141,15172,49,N,12153.7518,12153.7518,12.7216,12154,13,N,11843.5553,11843.5553,14.7979,11844,15,N,-10436,-10436,1004,-10436,1004,Y,NULL,NULL,NULL,NULL,NULL,NULL,-16144.519,93.715,-16145,94,-16144.519
10BE,6,4,12607.487,12607.487,0.081,N,12607.49,0.08,6497.6306,6497.6306,0.0081,N,6497.631,0.008,556.88,0.08,556.8759,556.8759,0.0822,N,10013534.692,10013534.692,0.086,N,10013534.69,0.09,8476.8212,8476.8212,0.0883,8476.82,0.09,N,33580.1385,33580.1385,0.1199,33580.14,0.12,N,-7409.5245,-7409.5245,0.0966,-7409.52,0.10,N,-3091.1864,-3091.1864,0.1072,-3091.19,0.11,N,-35617.3109,-35617.3109,46.8165,-35617,47,N,-7880.3173,-7880.3173,0.9009,-7880.3,0.9,N,6812.2824,6812.2824,0.0519,6812.28,0.05,N,19636.3895,19636.3895,0.2031,19636.39,0.20,N,2372.4891,2372.4891,0.0935,2372.49,0.09,N,2564.4371,2564.4371,0.0807,2564.44,0.08,N,-7819.2388,-7819.2388,7.5599,-7819,8,N,NULL,NULL,NULL,NULL,NULL,NULL,-20445.141,12.721,-20445,13,-20445.141
10B,5,5,12050.611,12050.611,0.015,N,12050.611,0.015,6475.0835,6475.0835,0.0015,N,6475.083,0.002,-3648.06,0.07,-3648.0623,-3648.0623,0.0687,N,10012936.862,10012936.862,0.016,N,10012936.862,0.016,27013.5945,27013.5945,1.0000,27013.6,1.0,N,23473.1360,23473.136,0.0496,23473.14,0.05,N,-4461.1857,-4461.1857,0.0150,-4461.186,0.015,N,-26749.4168,-26749.4168,400.0000,-26749,400,N,-20193.2654,-20193.2654,0.1869,-20193.27,0.19,N,-24931.6787,-24931.6787,2.1367,-24931.7,2.1,N,8437.1932,8437.1932,0.9027,8437.2,0.9,N,6586.8113,6586.8113,0.0779,6586.81,0.08,N,17819.7460,17819.746,0.0384,17819.75,0.04,N,1145.6682,1145.6682,0.0724,1145.67,0.07,N,2789.9082,2789.9082,0.0155,2789.908,0.016,N,NULL,NULL,NULL,NULL,NULL,NULL,-556.876,0.082,-556.88,0.08,-556.876
10C,4,6,15698.673,15698.673,0.070,N,15698.67,0.07,6032.0426,6032.0426,0.0070,N,6032.043,0.007,-23101,400,-23101.3545,-23101.3545,400.0000,N,10016853.217,10016853.217,0.075,N,10016853.22,0.08,35508.2323,35508.2323,18.2431,35508,18,N,3820.9409,3820.9409,0.0787,3820.94,0.08,N,-5101.2767,-5101.2767,5.4482,-5101,5,N,NULL,NULL,NULL,NULL,NULL,NULL,-2938.7490,-2938.749,0.1039,-2938.75,0.10,N,NULL,NULL,NULL,NULL,NULL,NULL,21283.6164,21283.6164,2.1378,21283.6,2.1,N,4006.7840,4006.784,0.9054,4006.8,0.9,N,3487.9110,3487.911,1.0023,3487.9,1.0,N,-7113.8246,-7113.8246,25.1504,-7114,25,N,5576.0775,5576.0775,0.0998,5576.08,0.10,N,NULL,NULL,NULL,NULL,NULL,NULL,3648.062,0.072,3648.06,0.07,3648.062
10N,3,7,38800.027,38800.027,400.000,N,38800,400,3643.6724,3643.6724,40.0000,N,3640,40,NULL,NULL,NULL,NULL,NULL,NULL,10041653.540,10041653.54,429.417,N,10041650,430,NULL,NULL,NULL,NULL,NULL,NULL,-1300.5163,-1300.5163,400.0012,-1301,400,N,-10945,-10945,2042,-10945,2042,Y,NULL,NULL,NULL,NULL,NULL,NULL,19094.5706,19094.5706,400.0010,19095,400,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2600.0851,-2600.0851,400.0057,-2600,400,N,14446.5653,14446.5653,400.4158,14447,400,N,NULL,NULL,NULL,NULL,NULL,NULL,16769.8769,16769.8769,400.7899,16770,401,N,NULL,NULL,NULL,NULL,NULL,NULL,23101.354,400.0,23101,400,23101.354
11LI,8,3,40728.259,40728.259,0.615,N,40728.3,0.6,4155.3817,4155.3817,0.0559,N,4155.38,0.06,20551.1,0.7,20551.0898,20551.0898,0.6591,N,11043723.581,11043723.581,0.660,N,11043723.6,0.7,369.2826,369.2826,0.6424,369.3,0.6,N,NULL,NULL,NULL,NULL,NULL,NULL,-10832,-10832,1004,-10832,1004,Y,32060.5504,32060.5504,0.6149,32060.6,0.6,N,NULL,NULL,NULL,NULL,NULL,NULL,20049.4540,20049.454,0.6201,20049.5,0.6,N,395.6871,395.6871,12.7362,396,13,N,15757.8592,15757.8592,92.8497,15758,93,N,10503.2392,10503.2392,46.8205,10503,47,N,13982.6309,13982.6309,0.6212,13982.6,0.6,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11BE,7,4,20177.169,20177.169,0.238,N,20177.17,0.24,5952.5402,5952.5402,0.0216,N,5952.540,0.022,11509.46,0.24,11509.4607,11509.4607,0.2380,N,11021661.080,11021661.08,0.255,N,11021661.08,0.26,7313.9182,7313.9182,0.2497,7313.92,0.25,N,35336.5997,35336.5997,46.8171,35337,47,N,-8320.8746,-8320.8746,7.5632,-8321,8,N,9527.7718,9527.7718,0.2451,9527.77,0.25,N,-36308.9489,-36308.9489,92.8480,-36309,93,N,55.2401,55.2401,0.2382,55.24,0.24,N,501.6358,501.6358,0.2511,501.64,0.25,N,20164.4299,20164.4299,12.7236,20164,13,N,5933.0708,5933.0708,0.3020,5933.1,0.3,N,4095.4195,4095.4195,0.2424,4095.42,0.24,N,-5786.1119,-5786.1119,0.2537,-5786.11,0.25,N,NULL,NULL,NULL,NULL,NULL,NULL,-20551.09,0.65,-20551.1,0.7,-20551.09
11B,6,5,8667.708,8667.708,0.012,N,8667.708,0.012,6927.7323,6927.7323,0.0011,N,6927.732,0.001,-1981.69,0.06,-1981.6889,-1981.6889,0.0608,N,11009305.166,11009305.166,0.013,N,11009305.167,0.013,19891.4138,19891.4138,0.9027,19891.4,0.9,N,30865.1390,30865.139,0.1867,30865.14,0.19,N,-8664.3124,-8664.3124,0.0128,-8664.312,0.013,N,-15697.9358,-15697.9358,5.0005,-15698,5,N,-31673.8905,-31673.8905,12.7213,-31674,13,N,-15102.2829,-15102.2829,0.0714,-15102.28,0.07,N,11454.2206,11454.2206,0.0192,11454.221,0.019,N,11228.7495,11228.7495,0.0818,11228.75,0.08,N,8030.0643,8030.0643,0.0774,8030.06,0.08,N,8590.0917,8590.0917,0.0374,8590.09,0.04,N,-6631.6942,-6631.6942,0.0489,-6631.69,0.05,N,NULL,NULL,NULL,NULL,NULL,NULL,-11509.461,0.238,-11509.46,0.24,-11509.461
11C,5,6,10649.397,10649.397,0.060,N,10649.40,0.06,6676.4563,6676.4563,0.0054,N,6676.456,0.005,-13716,5,-13716.2469,-13716.2469,5.0008,N,11011432.597,11011432.597,0.064,N,11011432.60,0.06,34404.2103,34404.2103,2.1375,34404.2,2.1,N,15276.9960,15276.996,0.0970,15277.00,0.10,N,-7544.5165,-7544.5165,0.0926,-7544.52,0.09,N,-37089.5162,-37089.5162,60.0381,-37090,60,N,-9247.0606,-9247.0606,0.1005,-9247.06,0.10,N,-36221.9485,-36221.9485,400.0000,-36222,400,N,13120.5940,13120.594,0.0922,13120.59,0.09,N,8690.1847,8690.1847,0.0615,8690.18,0.06,N,8943.7182,8943.7182,0.9046,8943.7,0.9,N,-7408.1168,-7408.1168,1.0016,-7408.1,1.0,N,11354.1276,11354.1276,0.0693,11354.13,0.07,N,NULL,NULL,NULL,NULL,NULL,NULL,1981.689,0.061,1981.69,0.06,1981.689
11N,4,7,24365.644,24365.644,5.000,N,24366,5,5358.4023,5358.4023,0.4546,N,5358.4,0.5,-23373,60,-23373.2693,-23373.2693,60.2459,N,11026157.593,11026157.593,5.368,N,11026158,5,NULL,NULL,NULL,NULL,NULL,NULL,2628.7840,2628.784,5.0813,2629,5,N,-5735.8247,-5735.8247,25.6426,-5736,26,N,NULL,NULL,NULL,NULL,NULL,NULL,5026.0622,5026.0622,5.0005,5026,5,N,NULL,NULL,NULL,NULL,NULL,NULL,22505.7016,22505.7016,400.0313,22506,400,N,-1377.9999,-1377.9999,5.0000,-1378,5,N,6165.4797,6165.4797,5.4378,6165,5,N,-5834.5700,-5834.57,18.9159,-5835,19,N,7090.4771,7090.4771,5.0995,7090,5,N,NULL,NULL,NULL,NULL,NULL,NULL,13716.247,5.0,13716,5,13716.247
11O,3,8,47738.913,47738.913,60.038,N,47740,60,3162.4372,3162.4372,5.4580,N,3162,5,NULL,NULL,NULL,NULL,NULL,NULL,11051249.828,11051249.828,64.453,N,11051250,60,NULL,NULL,NULL,NULL,NULL,NULL,-4249.9999,-4249.9999,60.0000,-4250,60,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24751.2693,24751.2693,60.0381,24751,60,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1649.9147,-1649.9147,404.4806,-1650,404,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18321.0463,18321.0463,62.7485,18321,63,N,NULL,NULL,NULL,NULL,NULL,NULL,23373.269,60.246,23373,60,23373.269
12LI,9,3,49009.577,49009.577,30.006,N,49010,30,3791.5999,3791.5999,2.5005,N,3791.6,2.5,23930,30,23931.8152,23931.8152,30.0669,N,12052613.942,12052613.942,32.213,N,12052610,30,185.6871,185.6871,32.5916,186,33,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35640.1788,35640.1788,30.0354,35640,30,N,NULL,NULL,NULL,NULL,NULL,NULL,20761.0898,20761.0898,30.0072,20761,30,N,-210.0000,-210,30.0000,-210,30,N,NULL,NULL,NULL,NULL,NULL,NULL,10523.2370,10523.237,97.5760,10523,98,N,12937.8055,12937.8055,55.6072,12938,56,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12BE,8,4,25077.761,25077.761,1.909,N,25077.8,1.9,5720.7223,5720.7223,0.1590,N,5720.72,0.16,11708.4,2.3,11708.3636,11708.3636,2.3214,N,12026922.082,12026922.082,2.048,N,12026922.1,2.0,3672.3612,3672.3612,1.9096,3672.4,1.9,N,38697.3273,38697.3273,92.8673,38697,93,N,-8956.8373,-8956.8373,1.9106,-8956.8,1.9,N,25077.7615,25077.7615,1.9086,25077.8,1.9,N,NULL,NULL,NULL,NULL,NULL,NULL,8338.7353,8338.7353,1.9086,8338.7,1.9,N,3170.7254,3170.7254,1.9233,3170.7,1.9,N,22939.4682,22939.4682,2.0051,22939.5,2.0,N,2735.9409,2735.9409,12.8637,2736,13,N,4986.9116,4986.9116,1.9176,4986.9,1.9,N,-10211.6627,-10211.6627,46.8554,-10212,47,N,NULL,NULL,NULL,NULL,NULL,NULL,-23931.816,30.067,-23932,30,-23931.816
12B,7,5,13369.398,13369.398,1.321,N,13369.4,1.3,6631.2237,6631.2237,0.1101,N,6631.22,0.11,13369.4,1.3,13369.3979,13369.3979,1.3214,N,12014352.638,12014352.638,1.418,N,12014352.6,1.4,14823.8489,14823.8489,1.3215,14823.8,1.3,N,34261.1718,34261.1718,12.7898,34261,13,N,-10001.3225,-10001.3225,1.3223,-10001.3,1.3,N,-3968.6702,-3968.6702,1.6571,-3968.7,1.7,N,-34647.8317,-34647.8317,1.4574,-34647.8,1.5,N,-5351.3172,-5351.3172,1.3228,-5351.3,1.3,N,3369.6283,3369.6283,1.3215,3369.6,1.3,N,14096.7420,14096.742,1.3426,14096.7,1.3,N,11472.7184,11472.7184,1.3239,11472.7,1.3,N,6885.0022,6885.0022,1.3236,6885.0,1.3,N,-5939.1049,-5939.1049,1.3345,-5939.1,1.3,N,NULL,NULL,NULL,NULL,NULL,NULL,-11708.363,2.321,-11708.4,2.3,-11708.363
12C,6,6,0.0,0,0.0,N,0.0,0.0,7680.1446,7680.1446,0.0002,N,7680.145,"0.5 eV",-17338.1,1.0,-17338.0681,-17338.0681,0.9999,N,12000000.0,12000000,0.0,N,12000000.0,0.0,31841.3091,31841.3091,0.0703,31841.31,0.07,N,27185.4287,27185.4287,0.0809,27185.43,0.08,N,-7366.5875,-7366.5875,0.0354,-7366.59,0.04,N,-32013.3349,-32013.3349,12.0002,-32013,12,N,-27466.1399,-27466.1399,0.2377,-27466.14,0.24,N,-32436.9620,-32436.962,5.0005,-32437,5,N,18720.7151,18720.7151,0.0596,18720.72,0.06,N,15956.6792,15956.6792,0.0121,15956.679,0.012,N,-1339.8036,-1339.8036,0.0149,-1339.804,0.015,N,-7552.4306,-7552.4306,0.9026,-7552.4,0.9,N,-5702.0487,-5702.0487,0.0765,-5702.05,0.08,N,NULL,NULL,NULL,NULL,NULL,NULL,-13369.398,1.321,-13369.4,1.3,-13369.398
12N,5,7,17338.068,17338.068,1.000,N,17338.1,1.0,6170.1100,6170.11,0.0833,N,6170.11,0.08,-14675,12,-14675.2668,-14675.2668,12.0418,N,12018613.180,12018613.18,1.073,N,12018613.2,1.1,37604.5955,37604.5955,400.0012,37605,400,N,9290.4847,9290.4847,1.0000,9290.5,1.0,N,-8008.4167,-8008.4167,1.4140,-8008.4,1.4,N,NULL,NULL,NULL,NULL,NULL,NULL,1381.3889,1381.3889,1.0000,1381.4,1.0,N,-38472.1632,-38472.1632,60.0464,-38472,60,N,15098.8939,15098.8939,5.0995,15099,5,N,600.3000,600.3,1.0017,600.3,1.0,N,12350.2022,12350.2022,1.0024,12350.2,1.0,N,-6708.8480,-6708.848,2.3590,-6708.8,2.4,N,10567.9845,10567.9845,1.3470,10568.0,1.3,N,NULL,NULL,NULL,NULL,NULL,NULL,17338.068,1.0,17338.1,1.0,17338.068
12O,4,8,32013.335,32013.335,12.000,N,32013,12,4881.9755,4881.9755,1.0000,N,4882.0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,12034367.726,12034367.726,12.882,N,12034368,13,NULL,NULL,NULL,NULL,NULL,NULL,-1736.7199,-1736.7199,12.0000,-1737,12,N,-5475.8501,-5475.8501,21.8360,-5476,22,N,NULL,NULL,NULL,NULL,NULL,NULL,14074.9668,14074.9668,12.0004,14075,12,N,NULL,NULL,NULL,NULL,NULL,NULL,23796.8964,23796.8964,61.2256,23797,61,N,-358.7199,-358.7199,13.0000,-359,13,N,3924.1145,3924.1145,400.1800,3924,400,N,NULL,NULL,NULL,NULL,NULL,NULL,8748.7659,8748.7659,12.1889,8749,12,N,NULL,NULL,NULL,NULL,NULL,NULL,14675.267,12.042,14675,12,14675.267
13LI,10,3,56980.895,56980.895,70.003,N,56980,70,3507.6307,3507.6307,5.3848,N,3508,5,23320,70,23321.8152,23321.8152,70.7391,N,13061171.503,13061171.503,75.150,N,13061170,80,-110.0001,-110.0001,70.0000,-110,70,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40418.9467,40418.9467,70.0098,40419,70,N,NULL,NULL,NULL,NULL,NULL,NULL,23831.8153,23831.8153,70.0287,23832,70,N,100.0000,100,76.1577,100,76,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12647.8033,12647.8033,116.2802,12648,116,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13BE,9,4,33659.080,33659.08,10.180,N,33659,10,5241.4359,5241.4359,0.7831,N,5241.4,0.8,17097,10,17097.1315,17097.1315,10.2295,N,13036134.506,13036134.506,10.929,N,13036135,11,2660.7254,2660.7254,10.1833,2661,10,N,NULL,NULL,NULL,NULL,NULL,NULL,-9701.6627,-9701.6627,47.9106,-9702,48,N,30534.0702,30534.0702,10.1805,30534,10,N,NULL,NULL,NULL,NULL,NULL,NULL,12218.3636,12218.3636,10.2659,12218,10,N,-510.0000,-510,10.0000,-510,10,N,22639.4682,22639.4682,31.6863,22639,32,N,3641.6280,3641.628,10.1990,3642,10,N,5470.5071,5470.5071,16.2934,5471,16,N,-9891.6649,-9891.6649,93.4042,-9892,93,N,NULL,NULL,NULL,NULL,NULL,NULL,-23321.815,70.739,-23322,71,-23321.815
13B,8,5,16561.948,16561.948,1.000,N,16561.9,1.0,6496.4194,6496.4194,0.0769,N,6496.42,0.08,13436.9,1.0,13436.9387,13436.9387,1.0001,N,13017779.981,13017779.981,1.073,N,13017780.0,1.1,8248.3962,8248.3962,1.0000,8248.4,1.0,N,38744.2527,38744.2527,1.1739,38744.3,1.2,N,-10817.8729,-10817.8729,1.0173,-10817.9,1.0,N,11216.4669,11216.4669,1.0358,11216.5,1.0,N,-39736.5997,-39736.5997,30.0230,-39737,30,N,8490.6300,8490.63,1.0001,8490.6,1.0,N,4878.7679,4878.7679,1.6572,4878.8,1.7,N,15804.7845,15804.7845,2.1547,15804.8,2.2,N,7095.5863,7095.5863,1.0279,7095.6,1.0,N,8818.5167,8818.5167,1.0033,8818.5,1.0,N,-10844.2774,-10844.2774,12.7606,-10844,13,N,NULL,NULL,NULL,NULL,NULL,NULL,-17097.132,10.229,-17097,10,-17097.132
13C,7,6,3125.00933,3125.00933,0.00023,N,3125.00933,0.00023,7469.8495,7469.8495,0.0002,N,7469.850,"0.5 eV",-2220.47,0.27,-2220.4718,-2220.4718,0.2695,N,13003354.83534,13003354.83534,0.00025,N,13003354.83534,0.00025,23667.0238,23667.0238,0.0596,23667.02,0.06,N,31630.1016,31630.1016,0.2377,31630.10,0.24,N,-10648.3575,-10648.3575,0.0765,-10648.36,0.08,N,-19990.4224,-19990.4224,9.5263,-19990,10,N,-29241.7232,-29241.7232,1.9086,-29241.7,1.9,N,-22284.3768,-22284.3768,0.9999,-22284.4,1.0,N,4946.3087,4946.3087,0.0005,4946.3082,0.0005,N,17533.3596,17533.3596,1.3214,17533.4,1.3,N,5168.1082,5168.1082,0.0121,5168.108,0.012,N,-4061.5461,-4061.5461,0.0149,-4061.546,0.015,N,-3836.0750,-3836.075,0.0809,-3836.08,0.08,N,NULL,NULL,NULL,NULL,NULL,NULL,-13436.939,1.0,-13436.9,1.0,-13436.939
13N,6,7,5345.481,5345.481,0.270,N,5345.48,0.27,7238.8634,7238.8634,0.0207,N,7238.863,0.021,-17770,10,-17769.9506,-17769.9506,9.5301,N,13005738.609,13005738.609,0.289,N,13005738.61,0.29,35162.7990,35162.799,5.0078,35163,5,N,17900.1692,17900.1692,0.2698,17900.17,0.27,N,-9495.9206,-9495.9206,0.9420,-9495.9,0.9,N,-36684,-36684,500,-36684,500,Y,-15312.8879,-15312.8879,1.3486,-15312.9,1.3,N,-34739.1719,-34739.1719,12.0032,-34739,12,N,20063.9051,20063.9051,1.0356,20063.9,1.0,N,1943.4900,1943.49,0.2695,1943.49,0.27,N,5406.8911,5406.8911,0.2760,5406.89,0.28,N,-5489.1366,-5489.1366,0.2785,-5489.14,0.28,N,-1058.7274,-1058.7274,0.2699,-1058.73,0.27,N,NULL,NULL,NULL,NULL,NULL,NULL,2220.472,0.27,2220.47,0.27,2220.472
13O,5,8,23115.432,23115.432,9.526,N,23115,10,5811.7636,5811.7636,0.7328,N,5811.8,0.7,-18915,500,-18915,-18915,500,Y,13024815.435,13024815.435,10.226,N,13024815,10,40766.1177,40766.1177,60.7891,40766,61,N,2111.9075,2111.9075,9.5265,2112,10,N,-8220.4554,-8220.4554,9.7630,-8220,10,N,NULL,NULL,NULL,NULL,NULL,NULL,15826.4606,15826.4606,9.5263,15826,10,N,NULL,NULL,NULL,NULL,NULL,NULL,16969.2213,16969.2213,15.3217,16969,15,N,1511.6075,1511.6075,9.5786,1512,10,N,9460.5948,9460.5948,10.7590,9461,11,N,-10820.5406,-10820.5406,400.1134,-10821,400,N,13063.1610,13063.161,9.5266,13063,10,N,NULL,NULL,NULL,NULL,NULL,NULL,17769.951,9.53,17770,10,17769.951
13F,4,9,42030,42030,500,Y,42030,500,4297,4297,38,Y,4300,40,NULL,NULL,NULL,NULL,NULL,NULL,13045121,13045121,537,Y,13045120,540,NULL,NULL,NULL,NULL,NULL,NULL,-3086,-3086,500,-3086,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17403,17403,500,17403,500,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2728,-2728,500,-2728,500,Y,5002,5002,504,5002,504,Y,NULL,NULL,NULL,NULL,NULL,NULL,8876,8876,640,8876,640,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14BE,10,4,39954.502,39954.502,132.245,N,39950,130,4993.8973,4993.8973,9.4461,N,4994,9,16290,130,16290.8166,16290.8166,133.9357,N,14042892.920,14042892.92,141.970,N,14042890,140,1265.8951,1265.8951,132.2589,1266,132,N,NULL,NULL,NULL,NULL,NULL,NULL,-11667.5601,-11667.5601,161.5842,-11668,162,N,36934.6092,36934.6092,132.2451,36935,132,N,NULL,NULL,NULL,NULL,NULL,NULL,15321.2364,15321.2364,132.2489,15321,132,N,1775.8951,1775.8951,132.6364,1776,133,N,24315.3634,24315.3634,149.6300,24315,150,N,1655.7328,1655.7328,135.6066,1656,136,N,4090.2991,4090.2991,132.2465,4090,132,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14B,9,5,23663.686,23663.686,21.213,N,23664,21,6101.6451,6101.6451,1.5152,N,6101.6,1.5,20644,21,20643.7926,20643.7926,21.2133,N,14025404.010,14025404.01,22.773,N,14025404,23,5848.3482,5848.3482,21.2544,5848,21,N,39923.8329,39923.8329,36.7476,39924,37,N,-11813.8576,-11813.8576,24.7353,-11814,25,N,20800.2691,20800.2691,21.2133,20800,21,N,-40606.1800,-40606.18,73.1463,-40606,73,N,12467.3585,12467.3585,21.2133,12467,21,N,969.5802,969.5802,21.2369,970,21,N,17284.3647,17284.3647,23.5297,17284,24,N,9296.7314,9296.7314,21.2990,9297,21,N,8350.5723,8350.5723,21.2147,8351,21,N,-11418.1705,-11418.1705,21.2222,-11418,21,N,NULL,NULL,NULL,NULL,NULL,NULL,-16290.816,133.936,-16291,134,-16290.816
14C,8,6,3019.89328,3019.89328,0.00375,N,3019.893,0.004,7520.3198,7520.3198,0.0004,N,7520.320,"0.5 eV",156.476,0.004,156.4765,156.4765,0.0037,N,14003241.98862,14003241.98862,0.00403,N,14003241.989,0.004,13122.7428,13122.7428,0.0039,13122.741,0.004,N,36635.8103,36635.8103,1.9086,36635.8,1.9,N,-12012.5091,-12012.5091,0.0810,-12012.51,0.08,N,-4987.8879,-4987.8879,0.0254,-4987.888,0.025,N,-37928.1573,-37928.1573,10.1805,-37928,10,N,-10396.9059,-10396.9059,0.2696,-10396.91,0.27,N,8176.4341,8176.4341,0.0038,8176.433,0.004,N,20831.0258,20831.0258,1.0001,20831.0,1.0,N,361.3024,361.3024,1.3214,361.3,1.3,N,-783.7597,-783.7597,0.0127,-783.760,0.013,N,-11510.8733,-11510.8733,0.2377,-11510.87,0.24,N,NULL,NULL,NULL,NULL,NULL,NULL,-20643.793,21.213,-20644,21,-20643.793
